StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,PM6_Volume,PM6_E0_gas,PM6_E0_solv,PM6_DeltaE0_sol,PM6_G_gas,PM6_G_solv,PM6_DeltaG_sol,PM6_gas_dip,PM6_solv_dip,PM6_HOMO,PM6_LUMO,PM6_LsoluHsolv,PM6_LsolvHsolu,PM6_SASA,PM6_O_charges,PM6_C_charges,PM6_Most_neg,PM6_Most_pos,PM6_Het_charges
ANXTWUZEYYACQX-UHFFFAOYSA-N,Cc1ccc(cc1)N(c2cccc(C)c2)c3cccc(C)c3,Train,0.436610032,287.404,89.5,236.117,-867.6782929,-867.6806238,-0.002330941,-867.369752,-867.372361,-0.002609,-851.4606956,-851.4782724,-0.017576776,-851.084508,-851.102223,-0.017715,0.1388,0.1534,-0.18608,-0.02518,0.15514,0.02717,579.4487915,0,-4.71713,-0.69893,0.25373,-0.4814,43,31433,35408,48095.5,0.527206288,0.594228232,0.818286357,8,-63.77090336,-65.21129917,1.440395806,637,-0.023290273,0.001914114,380.574,0.080297442,0.077380862,-0.00291658,0.366901,0.363373,-0.003528,0.2061,0.1873,-0.2873,0.00781,0.18813,0.12839,576.914856,0,-3.137946,-0.524343,0.302895,-0.379285
AOZXETLGPZAZNK-UHFFFAOYSA-N,CCOc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,Train,0.224355743,257.159,78.5,137.011,-999.6026522,-999.6090905,-0.006438348,-999.479773,-999.486647,-0.006874,-980.9593478,-980.9734585,-0.014110706,-980.807331,-980.82058,-0.013249,2.8642,3.1388,-0.31834,-0.14133,0.03899,0.15943,420.1163025,-2.74249,-0.61443,-0.71426,0.5012,-1.2407,25,20073.5,22793,38137,0.42842798,0.540909091,0.88851751,6,172.520032,-101.0005294,273.5205615,7067,0.037809586,0.009303285,153.961,-0.035351548,-0.042885382,-0.007533834,0.07535,0.066695,-0.008655,3.0516,3.3341,-0.42603,-0.0927,0.08762,0.26712,420.664917,-3.1882,-0.694579,-0.508005,0.888072,-0.543511
APXIOBIHMSMFLO-UHFFFAOYSA-N,COc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,Train,-2.988178757,316.273,215,214.623,-1135.657135,-1135.665025,-0.00789071,-1135.450834,-1135.45929,-0.008456,-1114.469639,-1114.486158,-0.01651935,-1114.219512,-1114.234341,-0.014829,10.1227,11.5634,-0.23824,-0.12049,0.05983,0.07933,548.2446899,-2.17049,-1.37337,-0.54118,0.49252,-1.842,35,16016,31627,54105,0.266666667,0.516664558,0.519861619,7,130.7231631,-193.665045,324.3882081,5991,0.033160637,0.006695698,291.002,0.047658145,0.038937021,-0.008721123,0.237877,0.225245,-0.012632,9.766,10.9908,-0.34264,-0.07125,0.10907,0.18373,551.9619751,-2.36341,-1.223344,-0.542766,0.888501,-1.001869
APZGKGHAXUURNO-UHFFFAOYSA-N,CC12SC3(C)SC(C)(S1)SC(C)(S2)S3,Train,0.117757985,300.579,232,161.477,-2701.205183,-2701.209061,-0.00387787,-2701.056311,-2701.060409,-0.004098,-2665.385813,-2665.399631,-0.01381775,-2665.196137,-2665.210016,-0.013879,0.0017,0.0026,-0.22845,-0.03091,0.14941,0.06954,417.646637,0,-5.10987,-0.71611,0.31335,1.87941,26,28909,28958,29047,0.916920985,0.936826427,0.960543093,16,-57.03448284,-103.8348646,46.80038175,1036,-0.029019127,0.005500058,253.62,0.035627139,0.025817551,-0.009809587,0.163512,0.153094,-0.010418,2.0518,3.3143,-0.32641,-0.01639,0.16393,0.1675,416.4179993,0,-1.730467,-0.507418,0.194129,-0.593775
AQKGLAJGQUIHSJ-ZDEMKHDWSA-N,[C@@H]45C3=NC1=C([C@H]2CC[C@@H]1C2(C)C)N=C3[C@@H](CC4)C5(C)C,Train,-0.39912237,296.456,205.5,203.097,-809.8785079,-809.8816045,-0.003096565,-809.533111,-809.536365,-0.003254,-794.8769708,-794.8906593,-0.013688487,-794.453911,-794.4678,-0.013889,0.0001,0.0001,-0.23091,-0.04394,0.13638,0.072,496.3502808,0,-5.10941,-0.67697,0.265,-0.85008,44,20841,35423.5,37863.5,0.543252595,0.585854728,0.838326513,4,-88.93829424,-93.37676476,4.438470516,1188,-0.03981628,0.011452585,354.632,0.053690263,0.049158693,-0.004531569,0.367507,0.362543,-0.004964,0,0,-0.33136,-0.00432,0.176,0.17245,496.0450134,0,-3.113641,-0.53373,0.198664,-0.567057
ARQPAZGNIULDOE-AFYYWNPRSA-N,C[C@@H]3CCCC(NC(=O)c1cccc2ccccc12)C3,Train,-0.405925001,267.371,134,263.159,-828.6119435,-828.616591,-0.004647549,-828.304384,-828.309968,-0.005584,-813.1535991,-813.1712255,-0.01762647,-812.781611,-812.799623,-0.018012,3.5948,4.272,-0.22572,-0.05763,0.12269,0.06681,521.3652344,-0.6623,-4.01766,-0.67626,0.67608,-1.31745,41,24578.5,34570,43612,0.575691879,0.643767007,0.951124241,6,-34.55651867,-140.0904999,105.5339813,3375,0.02893072,0.008883995,334.541,-0.047956395,-0.053216152,-0.005259757,0.231907,0.226532,-0.005375,3.9977,4.8594,-0.33275,-0.02557,0.15475,0.17384,519.9832153,-0.586397,-2.118442,-0.586397,0.604786,-1.104732
ASKWNDPFGDMSCK-UHFFFAOYSA-N,Cc1ccccc1N=Nc2ccc(O)cc2,Train,-0.044894198,212.251,104,199.772,-687.3243573,-687.3283514,-0.003994097,-687.144105,-687.146635,-0.00253,-674.4993505,-674.5125855,-0.013235072,-674.281678,-674.294484,-0.012806,1.4261,1.6215,-0.22164,-0.08752,0.0928,0.06273,441.744751,-0.70257,-2.173,-0.70257,0.51563,-1.11655,28,14684,25072,42040,0.324921136,0.545454545,0.589248174,7,17.28284504,-75.30186682,92.58471186,2280,-0.024152443,0.003372735,280.569,0.06668185,0.062745908,-0.003935942,0.229001,0.225067,-0.003934,1.0256,1.4322,-0.32114,-0.03434,0.14598,0.16223,450.0289612,-0.471787,-1.436181,-0.496364,0.364871,-0.753685
AUHHYELHRWCWEZ-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,Train,-0.91164702,285.898,253,139.793,-2371.321213,-2371.325848,-0.0046342,-2371.298199,-2371.303014,-0.004815,-2339.0579,-2339.072729,-0.01482914,-2339.023602,-2339.039873,-0.016271,4.0246,4.5875,-0.29507,-0.1316,0.04872,0.13616,376.2706299,-1.55941,1.13963,-0.53967,0.81269,-1.13885,15,16577,17506.5,35054.5,0.402714932,0.422535211,0.97260274,7,59.30376233,-110.8021881,170.1059504,3197,-0.034658176,0.007383205,116.632,-0.152111581,-0.156621653,-0.004510072,-0.130242,-0.134999,-0.004757,4.5999,5.2944,-0.38508,-0.09145,0.08887,0.22617,374.8893433,-1.225686,1.076156,-0.485736,0.655812,-1.076155
AVCSMMMOCOTIHF-UHFFFAOYSA-N,[O-][N+](=O)c1cccc2cccc(c12)[N+]([O-])=O,Train,-1.521227671,218.169,146,153.488,-794.9038747,-794.911158,-0.007283274,-794.790203,-794.797406,-0.007203,-780.0621403,-780.0780032,-0.015862825,-779.925332,-779.941078,-0.015746,8.6817,10.127,-0.26942,-0.11554,0.06478,0.11051,373.1924744,-1.5169,-1.09566,-0.38817,0.50188,-0.51314,22,18155,18196,33790,0.590476199,0.656116132,0.947115377,4,19.17281217,-252.7219249,271.894737,6824,0.039618939,0.011514214,162.657,0.070120839,0.061786621,-0.008334217,0.175256,0.166344,-0.008912,9.4152,11.0729,-0.37714,-0.07795,0.10237,0.21823,372.1247253,-1.898163,-0.877167,-0.484902,0.857739,-0.182688
AVVYOFCWOUPHSM-SAPNQHFASA-N,N#C/C(c1ccccc1)=N(=O)/c2ccc(Cl)cc2,Train,-0.270795364,256.691,132,190.902,-1183.770435,-1183.775446,-0.00501102,-1183.617973,-1183.623196,-0.005223,-1164.638411,-1164.653664,-0.01525264,-1164.454632,-1164.469988,-0.015356,1.7334,2.0229,-0.24173,-0.10489,0.07543,0.08282,462.2067871,-0.48221,-1.70951,-0.48221,0.27925,-0.67048,27,17479,32450,40421.5,0.425576531,0.527069258,0.807578526,5,51.74770999,-104.9999998,156.7477097,2091,0.026606865,0.003635133,236.782,0.144934792,0.140146818,-0.004787974,0.286524,0.281042,-0.005482,1.1613,1.1862,-0.33915,-0.056,0.12432,0.18024,465.2418213,-0.495948,-1.305772,-0.495948,0.566573,-0.219186
AXGXXLOKNNMCHP-UHFFFAOYSA-N,Cc1cc(O)ccc1N=Nc2ccccc2,Test,-0.25369029,212.251,105,162.872,-687.324722,-687.3287143,-0.003992256,-687.144422,-687.146809,-0.002387,-674.4994958,-674.5127338,-0.013238025,-674.281815,-674.29466,-0.012845,1.9321,2.2504,-0.2205,-0.08743,0.09289,0.06159,440.4081116,-0.70188,-2.17411,-0.70188,0.51495,-1.11791,28,14647,25112.5,42034.5,0.323899371,0.548387097,0.584100998,7,15.21459884,-79.70906719,94.92366603,2247,-0.024313707,0.004279245,218.667,0.065022157,0.061217523,-0.003804633,0.227055,0.223621,-0.003434,2.2065,0.5047,-0.32125,-0.03382,0.1465,0.16234,448.6371765,-0.472424,-1.461139,-0.519417,0.411776,-0.76289
BBEAQIROQSPTKN-UHFFFAOYSA-N,c1cc2ccc3cccc4ccc(c1)c2c34,Train,-0.259626574,202.255,150,155.261,-615.7921777,-615.7943132,-0.002135495,-615.620249,-615.622379,-0.00213,-604.3200528,-604.3351406,-0.015087872,-604.116164,-604.131128,-0.014964,0,0,-0.20584,-0.06617,0.11415,0.04693,389.6585083,0,-2.45608,-0.24054,0.24882,0,26,15765.5,19886.5,38560,0.338461538,0.419047619,0.918111669,14,33.84971055,-33.17448583,67.02419638,641,0.023237181,0.001789597,217.476,0.099048346,0.096992634,-0.002055712,0.259505,0.257167,-0.002338,0,0,-0.30668,-0.03688,0.14344,0.14777,390.1317749,0,-1.557699,-0.180655,0.157201,0
BCAYFYHKUBCJIB-UHFFFAOYSA-N,OC(=O)CCC(=O)NNC(=O)c1ccccc1,Train,-3.397897726,236.227,170,156.42,-836.8496498,-836.8582829,-0.008633082,-836.669937,-836.681315,-0.011378,-821.2038981,-821.2188358,-0.014937699,-820.985922,-821.001287,-0.015365,1.9888,2.2886,-0.24303,-0.06279,0.11753,0.08412,467.1032104,-2.70419,-0.22989,-0.72141,0.82189,-3.61646,29,13658,28988.5,43368,0.284530387,0.454191662,0.608187135,7,68.33378909,-157.333022,225.6668111,3044,0.030723617,0.008414109,217.311,-0.217585785,-0.221175356,-0.003589572,-0.061696,-0.063437,-0.001741,2.3064,2.9386,-0.36389,-0.02318,0.15714,0.20498,468.9960327,-2.223371,0.353392,-0.580728,0.656018,-2.943864
BCXWMIMRDMIJGL-UHFFFAOYSA-N,Cl[S](=O)(=O)c1cccc2c1cccc2[S](Cl)(=O)=O,Test,-0.842909873,325.193,183,196.666,-2402.243694,-2402.249406,-0.005712,-2402.139345,-2402.145351,-0.006006,-2367.72274,-2367.744166,-0.02142591,-2367.59827,-2367.619999,-0.021729,0.0019,0.0004,-0.2844,-0.12867,0.05165,0.12549,451.7944336,-3.51956,-1.81961,-0.88011,2.08125,0.15629,24,21565.5,29349,38443,0.555984556,0.741176504,0.806691538,3,133.2627307,-115.951709,249.2144397,7415,0.0336095,0.010301938,163.745,-0.195245032,-0.206734636,-0.011489604,-0.101673,-0.114427,-0.012754,0.0014,0,-0.39226,-0.08686,0.09346,0.23335,445.0228271,-3.392946,-1.463805,-0.851675,2.405692,0.363138
BDDYZHKLKHFEBJ-UHFFFAOYSA-N,O=C(OCOC(=O)c1ccccc1)c2ccccc2,Train,-0.034809562,256.258,101,204.894,-879.7832421,-879.7880795,-0.004837425,-879.590554,-879.59524,-0.004686,-863.4058714,-863.420912,-0.015040589,-863.175099,-863.189692,-0.014593,1.7948,1.9113,-0.27081,-0.06638,0.11394,0.1119,497.2705994,-2.35892,-0.70626,-0.61134,0.81859,-2.35892,31,22923,30168,41249.5,0.524449314,0.541139241,0.99383768,5,-10.569357,-128.274267,117.70491,1944,0.026061348,0.00328655,247.791,-0.183014803,-0.188187333,-0.005172531,-0.009785,-0.015929,-0.006144,2.741,3.0152,-0.37264,-0.02832,0.152,0.21373,493.5971069,-2.020079,0.066486,-0.522161,0.658526,-2.020079
BDJRBEYXGGNYIS-UHFFFAOYSA-N,OC(=O)CCCCCCCC(O)=O,Train,-3.368383065,188.224,107,171.934,-653.5621289,-653.5690395,-0.006910581,-653.359246,-653.366275,-0.007029,-641.3697033,-641.3834165,-0.01371317,-641.115374,-641.129196,-0.013822,3.0701,3.5791,-0.29077,-0.0077,0.17262,0.13186,441.3835144,-2.71232,-1.80168,-0.72848,0.82285,-2.71232,29,11207.5,30898,35851.5,0.291316534,0.358333309,0.80000007,10,12.90994997,-139.8470547,152.7570046,1474,-0.042498734,0.010779128,217.463,-0.349075225,-0.355731101,-0.006655875,-0.168346,-0.17583,-0.007484,3.4806,4.0397,-0.41526,0.01807,0.19839,0.25635,443.3843079,-2.172884,-0.717159,-0.548596,0.661741,-2.172884
BEKZHETVNVFYCV-UHFFFAOYSA-N,[O-][N+](=O)c1cc2cccc(c2c(c1)[N+]([O-])=O)[N+]([O-])=O,Train,-1.868131264,263.166,217.5,156.193,-999.4069386,-999.4155932,-0.008654583,-999.295393,-999.304073,-0.00868,-980.754963,-980.7729267,-0.017963722,-980.620234,-980.638113,-0.017879,7.5764,8.8554,-0.29157,-0.14304,0.03728,0.13266,409.7463684,-2.22764,-0.69556,-0.38248,0.50276,-0.72476,24,19725.5,22144.5,38256.5,0.497369908,0.576774927,0.851454002,3,157.8459198,-218.9061646,376.7520844,8590,0.043859381,0.013320068,133.421,0.070411327,0.06042185,-0.009989477,0.174399,0.163833,-0.010566,8.1616,9.6459,-0.39929,-0.10206,0.07826,0.24038,410.5145569,-2.772861,-0.757043,-0.480272,0.865472,-0.187973
BEQVQKJCLJBTKZ-UHFFFAOYSA-N,O[P](=O)(c1ccccc1)c2ccccc2,Train,-2.105104492,218.192,199,149.358,-955.7763818,-955.7828319,-0.006450047,-955.616103,-955.623046,-0.006943,-939.7207219,-939.7349613,-0.014239454,-939.52934,-939.543491,-0.014151,3.7425,4.5357,-0.26256,-0.05354,0.12678,0.10365,422.2925415,-2.13832,-3.17101,-1.10614,2.21712,0.0788,26,20936.5,29137.5,31196.5,0.627163373,0.664472789,0.967054274,3,4.80720721,-143.7533184,148.5605256,4243,0.026343517,0.003422585,180.883,-0.111714488,-0.125735574,-0.014021086,0.032435,0.01601,-0.016425,5.7603,4.2218,-0.36801,-0.01498,0.16534,0.2091,420.7353516,-1.592986,-1.842995,-0.871638,1.533344,-0.059642
BEYOBVMPDRKTNR-BUHFOSPRSA-N,c1ccc(cc1)/N=N/c2ccc(cc2)O,Test,-1.139808281,198.224,153,131.881,-648.0071453,-648.0113568,-0.004211431,-647.852423,-647.857008,-0.004585,-635.9158456,-635.9282502,-0.012404692,-635.730415,-635.742552,-0.012137,1.458,1.6682,-0.22437,-0.08786,0.09246,0.06546,420.2096252,-0.70232,-1.68547,-0.70232,0.51577,-1.11437,25,11784,24400.5,39534.5,0.279365079,0.512403409,0.539877301,8,22.81952311,-78.86905593,101.688579,1644,0.047230733,0.0227371,199.41,0.080919116,0.077134298,-0.003784818,0.220411,0.216795,-0.003616,1.2226,1.3697,-0.32635,-0.03872,0.1416,0.16744,425.1393738,-0.470925,-1.069468,-0.470925,0.369901,-0.770307
BFRVGQZWGWUHBQ-GDDAKTJHSA-N,CCc1c(c2/cc/3\nc(/cc\4/c(c(/c(/[nH]4)c/c5n/c(c\c1[nH]2)/C(=C5C)CC)C)CC)C(=C3C)CC)C,Train,-2.795880925,478.681,366,393.736,-1461.393171,-1461.39735,-0.00417867,-1460.829306,-1460.833678,-0.004372,-1434.048541,-1434.076161,-0.0276198,-1433.367101,-1433.396439,-0.029338,0.0596,0.0552,-0.18782,-0.08153,0.09879,0.02891,801.2020874,0,-7.44999,-0.71916,0.73864,-2.23431,74,37698,39696,80286,0.440996778,0.519371591,0.853805526,8,-205.8465999,-241.9301825,36.08358268,3660,-0.03274275,0.009368641,633.853,0.140053113,0.151312557,0.011259444,0.649221,0.671583,0.022362,2.5121,0.0089,-0.27374,-0.04464,0.13568,0.11483,797.4389648,0,-4.988809,-0.470165,0.323921,-1.334189
BGNQYGRXEXDAIQ-UHFFFAOYSA-N,CCOC(=O)c1cnn(C)c1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,Train,-1.4242941,414.399,181.5,299.834,-1797.579104,-1797.591623,-0.01251922,-1797.296845,-1797.309022,-0.012177,-1766.277377,-1766.303035,-0.02565819,-1765.935358,-1765.961271,-0.025913,4.4656,5.4371,-0.24983,-0.06183,0.11849,0.09092,675.2729492,-4.63213,0.68919,-0.94438,2.33027,-5.51939,46,36285,43746.5,52997.5,0.542735131,0.699168436,0.779392944,10,-65.89302719,-340.9239134,275.0308862,6303,-0.04738115,0.016107919,395.539,-0.333120383,-0.338859239,-0.005738856,-0.084029,-0.089866,-0.005837,2.7684,5.4555,-0.35653,-0.03444,0.14588,0.19762,656.8287964,-3.922744,0.53366,-0.934147,2.590424,-3.983993
BIEBWMDQQCKEIN-UHFFFAOYSA-N,NC(=O)C(O)c1ccccc1Cl,Train,-1.881211544,185.61,87.5,117.145,-975.0970329,-975.1022445,-0.005211574,-974.983523,-974.988896,-0.005373,-959.8597997,-959.8699849,-0.010185142,-959.723364,-959.733739,-0.010375,3.6104,4.1447,-0.26205,-0.03872,0.1416,0.10314,348.7970276,-1.44016,-0.38622,-0.84757,0.66231,-2.30565,20,19138,20913,28105,0.668550784,0.744129428,0.842824013,5,29.18228413,-108.7258927,137.9081768,2064,0.028036824,0.004444921,155.437,-0.119156215,-0.124671244,-0.005515029,-0.019581,-0.025511,-0.00593,3.5302,4.0465,-0.36475,-0.02003,0.16029,0.20584,347.0042419,-1.104159,-0.001122,-0.57465,0.529013,-1.753739
BIOPPFDHKHWJIA-UHFFFAOYSA-N,N#Cc1c2ccccc2c(C#N)c3ccccc13,Train,-2.756356503,228.253,335,199.185,-724.0383013,-724.0434266,-0.005125203,-723.886744,-723.891938,-0.005194,-710.5693807,-710.5821455,-0.0127648,-710.388137,-710.400718,-0.012581,0.0004,0.0001,-0.23708,-0.12468,0.05564,0.07817,419.7897034,0,-1.42821,-0.3241,0.29064,-0.64817,26,19267.5,20093,41941,0.338461538,0.35483871,0.85692484,4,21.27840682,-130.7666768,152.0450836,2495,0.030467734,0.005910129,212.732,0.20224207,0.197804455,-0.004437615,0.344903,0.340237,-0.004666,0.0002,0.0003,-0.33606,-0.07956,0.10076,0.17715,419.8648071,0,-0.871505,-0.226332,0.169772,-0.452664
BKYWPNROPGQIFZ-UHFFFAOYSA-N,Cc1ccc(c(C)c1)C(O)=O,Train,-0.625153426,150.177,121,102.265,-499.4765048,-499.4797655,-0.003260704,-499.343012,-499.346019,-0.003007,-490.1461797,-490.1556453,-0.009465634,-489.981569,-489.991066,-0.009497,2.3264,2.7123,-0.25528,-0.05777,0.12255,0.09637,342.3517761,-1.36353,-1.43611,-0.732,0.80468,-1.36353,21,14618,19008,29736,0.451754386,0.565934066,0.814370146,5,9.216320512,-68.24581068,77.46213119,1426,-0.042266583,0.011129551,154.807,-0.137232417,-0.140563158,-0.003330741,-0.020479,-0.02508,-0.004601,3.0684,3.5025,-0.35606,-0.01851,0.16181,0.19715,341.9759827,-1.113002,-0.85156,-0.562087,0.687975,-1.113002
BOBLSBAZCVBABY-UHFFFAOYSA-N,C(=CC=Cc1ccccc1)C=Cc2ccccc2,Train,-1.431597495,232.325,194,195.129,-695.5507349,-695.5540006,-0.003265747,-695.314006,-695.317279,-0.003273,-682.4820647,-682.499093,-0.017028305,-682.197058,-682.214253,-0.017195,0.0002,0,-0.19518,-0.07914,0.10118,0.03627,525.4042358,0,-3.81296,-0.25867,0.24734,0,34,12275.5,32702,51608,0.211678832,0.403725539,0.520710063,14,33.15035004,-62.77475769,95.92510772,1389,0.023825273,0.0023064,314.987,0.138052676,0.135496722,-0.002555953,0.35725,0.354754,-0.002496,0.0001,0.0005,-0.30887,-0.03033,0.14999,0.14996,523.8700562,0,-2.429128,-0.183561,0.156275,0
BPTKLSBRRJFNHJ-UHFFFAOYSA-N,Oc1ccc(N=Nc2ccccc2)c(O)c1,Train,-1.507550426,214.224,164,157.725,-723.2353309,-723.2400964,-0.004765411,-723.077627,-723.080515,-0.002888,-709.7612002,-709.7742849,-0.01308467,-709.57226,-709.585102,-0.012842,2.2876,2.5326,-0.22222,-0.095,0.08532,0.06331,426.1807556,-1.39779,-1.23021,-0.69993,0.52243,-1.84026,26,12756,24405,40978,0.277070064,0.505747126,0.548119393,5,78.4484087,-65.65302342,144.1014321,2260,0.026604484,0.007586861,197.039,0.003583943,-0.000491851,-0.004075794,0.145892,0.1411,-0.004792,1.0023,1.1106,-0.32689,-0.03875,0.14157,0.16798,433.6734009,-0.912106,-0.8667,-0.550504,0.479552,-1.203006
BQJCRHHNABKAKU-KBQPJGBKSA-N,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,Train,-2.713522567,285.343,252,214.713,-939.6478286,-939.6540179,-0.006189317,-939.355026,-939.361392,-0.006366,-922.2796391,-922.2959628,-0.016323656,-921.924927,-921.943486,-0.018559,4.0239,4.6549,-0.20607,-0.0149,0.16542,0.04716,467.5788269,-2.03117,-2.57558,-0.76935,0.52261,-2.58739,40,26919,32440.5,37592.5,0.693215891,0.84302759,0.883401266,8,-51.46263865,-180.386381,128.9237423,4787,-0.035761029,0.01152567,308.663,-0.135342234,-0.141633765,-0.006291531,0.131922,0.125158,-0.006764,4.372,4.9074,-0.31731,-0.00059,0.17973,0.1584,463.5105591,-1.434796,-1.489368,-0.563395,0.338002,-1.7734
BTJIUGUIPKRLHP-UHFFFAOYSA-N,Oc1ccc(cc1)[N+]([O-])=O,Train,-1.019509832,139.111,112,96.195,-511.9934732,-511.9994342,-0.005960972,-511.91952,-511.925735,-0.006215,-502.4327769,-502.4428926,-0.010115621,-502.343498,-502.353551,-0.010053,5.6114,6.4874,-0.26792,-0.10071,0.07961,0.10901,295.6338501,-1.50347,-0.59466,-0.69106,0.52032,-1.00931,15,11184,15755.5,25699,0.414285714,0.564102564,0.742857143,4,43.14597504,-127.6529842,170.7989593,2897,-0.043768441,0.011824273,106.754,-0.044308164,-0.05008237,-0.005774206,0.021681,0.015349,-0.006332,5.6954,6.6045,-0.37214,-0.04893,0.13139,0.21323,295.4686584,-1.449772,-0.499912,-0.503124,0.865683,-0.584089
BTQMNEKPMOZIDW-UHFFFAOYSA-N,CC(C)CC(CC(C)C)(CC(C)C)C(=O)NO,Train,-0.431798276,243.39,100.5,251.181,-756.1400795,-756.1436637,-0.003584197,-755.770387,-755.774662,-0.004275,-742.0058787,-742.0173528,-0.011474063,-741.551884,-741.56375,-0.011866,3.1854,3.6676,-0.25041,-0.00914,0.17118,0.0915,495.1188965,-1.26897,-5.74989,-0.68072,0.66407,-1.61642,46,31919.5,35269.5,37674,0.779193464,0.918976505,0.922065372,6,-0.412710555,-86.90864546,86.4959349,2465,0.031989065,0.015305381,364.728,-0.186701849,-0.190570235,-0.003868386,0.141674,0.137276,-0.004398,3.3992,3.8407,-0.34574,0.01534,0.19566,0.18683,490.3148804,-0.93434,-3.435243,-0.538519,0.510368,-1.230187
BWSFWXSSALIZAU-UHFFFAOYSA-N,OC(C(O)=O)c1ccc(Cl)cc1,Train,-1.598802144,186.595,120,116.469,-994.9615341,-994.9665274,-0.004993221,-994.861865,-994.867147,-0.005282,-979.3865878,-979.3984901,-0.011902265,-979.264222,-979.276212,-0.01199,2.5883,2.9126,-0.25459,-0.04684,0.13348,0.09568,354.5593872,-2.10491,-0.24124,-0.77341,0.80763,-2.11049,19,16602,23516,27839,0.527880464,0.614487294,0.855263158,6,92.47965363,-58.2866761,150.7663297,3153,0.039026727,0.020008402,138.591,-0.189821573,-0.193708233,-0.003886659,-0.102506,-0.107215,-0.004709,1.2291,1.4179,-0.36032,-0.02168,0.15864,0.20141,355.9745789,-1.540985,0.061163,-0.514874,0.573511,-1.631066
BXRFQSNOROATLV-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(C=O)cc1,Train,-0.277373785,151.122,105,105.101,-550.0955925,-550.1008414,-0.005248882,-550.01843,-550.023691,-0.005261,-539.8185133,-539.828764,-0.010250686,-539.725864,-539.735759,-0.009895,2.7056,3.0931,-0.29186,-0.13109,0.04923,0.13295,314.6599731,-1.3105,-0.45778,-0.54538,0.49614,-0.81436,16,11424.5,17434,27848.5,0.382608696,0.543750008,0.687696181,4,74.35530772,-122.8980122,197.2533199,4476,0.035213421,0.011107036,123.529,-0.0088318,-0.014541071,-0.005709271,0.060731,0.054769,-0.005962,3.57,4.0363,-0.39846,-0.07342,0.1069,0.23955,314.9270935,-1.403509,-0.269886,-0.475501,0.826236,-0.577273
BZEUYEFVVDTLOD-PLNGDYQASA-N,CCC\C=C/C(N)=O,Train,0.648860333,113.159,68,100.211,-365.2558128,-365.260558,-0.004745183,-365.127628,-365.132,-0.004372,-358.3749621,-358.3818259,-0.006863887,-358.21449,-358.221086,-0.006596,3.2296,3.759,-0.25686,-0.0432,0.13712,0.09795,322.8479614,-0.66857,-1.50347,-0.86354,0.63871,-1.53211,19,12997,20921.5,25760.5,0.564828632,0.629295366,0.983516466,2,1.047351792,-100.5632139,101.6105657,2538,0.040035684,0.016548443,150.541,-0.078378467,-0.082751454,-0.004372987,0.034407,0.029842,-0.004565,3.0034,3.5221,-0.37329,0.00445,0.18477,0.21438,320.3282471,-0.611817,-0.733083,-0.611817,0.653399,-1.207903
BZEUYEFVVDTLOD-SNAWJCMRSA-N,CCC\C=C\C(N)=O,Test,-1.554882494,113.159,125,95.953,-365.2593495,-365.2648641,-0.005514602,-365.131657,-365.13595,-0.004293,-358.3776298,-358.3851954,-0.007565604,-358.217583,-358.225258,-0.007675,3.7616,4.3169,-0.25928,-0.04067,0.13965,0.10037,328.8164673,-0.67303,-1.48864,-0.86259,0.64032,-1.53562,19,12149.5,22298.5,26032,0.52575747,0.542554863,1,3,-13.33155819,-117.9106582,104.5791,2463,0.041692247,0.01641855,169.707,-0.078353089,-0.08351819,-0.0051651,0.033798,0.028336,-0.005462,3.9887,4.5099,-0.37644,0.0044,0.18472,0.21753,329.2796631,-0.611086,-0.734085,-0.611086,0.645164,-1.20152
CAQHPYSDQFDJAL-UHFFFAOYSA-N,ON=C1C(=O)C=Cc2ccccc12,Train,-0.376755606,173.171,109.5,130.877,-590.4284995,-590.4340922,-0.005592638,-590.315401,-590.321342,-0.005941,-579.4556389,-579.4668125,-0.011173664,-579.318775,-579.332666,-0.013891,3.8146,4.5394,-0.24382,-0.10874,0.07158,0.08491,347.3893127,-1.06747,-0.89006,-0.54423,0.5208,-1.1558,20,13641,17343.5,32342,0.384279461,0.46774193,0.802335024,3,10.89805749,-125.3400491,136.2381066,3328,0.029179231,0.005551763,174.319,0.023600176,0.018834507,-0.004765669,0.128496,0.123416,-0.00508,3.7091,4.4419,-0.34744,-0.0517,0.12862,0.18853,347.927948,-0.771919,-0.519687,-0.475686,0.552007,-0.808017
